benchmark_id,strategy,query,difficulty,precision_at_k,recall_at_k,hit,reciprocal_rank,latency_ms,predicted_intent,expected_intent,intent_correct,predicted_category,expected_category,category_correct,relevant_note_ids,retrieved_note_ids,error
26,semantic,What is the theory of relativity?,easy,0.0,0.0,False,0.0,49.7,,question,,,Questions,,"103,104,105","489,290,565,225,116",
27,semantic,Ideas for my new blog post,medium,0.2,0.25,True,0.2,42.52,,idea,,,Ideas,,"85,86,87,88","255,555,582,554,86",
28,semantic,How to set up a kubernetes cluster,hard,0.2,1.0,True,1.0,56.67,,study,,,Study Tasks,,62,"62,118,712,812,912",
29,semantic,Things to discuss with Sid at the next meeting,easy,0.6,0.75,True,1.0,44.09,,communication,,,Things to Tell Sid,,"54,55,56,57","57,54,56,423,247",
30,semantic,Study materials for machine learning,medium,0.0,0.0,False,0.0,32.56,,study,,,Study Tasks,,"64,65,66,67","309,528,439,619,357",
31,semantic,Meeting notes from Q3 planning,easy,0.4,1.0,True,0.5,28.18,,meeting,,,Meetings,,"106,107","203,106,87,290,107",
32,semantic,What are the project requirements for KnowledgeVault?,medium,0.4,0.25,True,1.0,27.33,,reference,,,Reference Notes,,"89,90,91,92,93,94,95,96","95,638,125,90,262",
33,semantic,Reminders for next week,medium,0.4,0.4,True,1.0,30.1,,todo,,,To Do,,"76,77,78,79,80","79,56,423,475,77",
34,semantic,Questions to ask during the interview,easy,0.4,1.0,True,0.5,29.25,,question,,,Questions,,"70,99","352,70,154,99,360",
35,semantic,Brainstorming app names,easy,0.2,0.25,True,1.0,28.16,,idea,,,Ideas,,"85,86,87,88","85,97,330,117,568",
36,semantic,Redis and PostgreSQL reference notes,hard,0.4,0.6667,True,1.0,27.65,,reference,,,Reference Notes,,"73,74,58","73,74,269,724,824",
37,semantic,Message to send to Siddhant about backend,medium,0.6,1.0,True,1.0,23.54,,communication,,,Things to Tell Sid,,"56,57,54","56,423,54,55,57",
38,semantic,Study schedule for finals,easy,0.0,0.0,False,0.0,27.83,,study,,,Study Tasks,,"58,59,60,61","198,617,434,601,448",
39,semantic,Sprint planning meeting summary,easy,0.2,0.5,True,1.0,29.07,,meeting,,,Meetings,,"107,106","107,294,466,498,263",
40,semantic,Timeline for the beta launch,medium,0.0,0.0,False,0.0,26.76,,todo,,,To Do,,"89,91","498,466,620,233,553",
41,semantic,Don't forget to buy milk,easy,0.2,1.0,True,1.0,29.67,,todo,,,To Do,,76,"76,322,475,84,286",
42,semantic,How does Redis eviction work?,easy,0.4,0.6667,True,1.0,28.8,,question,,,Questions,,"103,73,61","103,73,673,643,773",
43,semantic,Ideas for improving KnowledgeVault,medium,0.6,0.6,True,1.0,24.69,,idea,,,Ideas,,"86,87,88,89,90","90,125,89,638,88",
44,semantic,Docker commands cheat sheet,easy,0.4,1.0,True,1.0,27.81,,reference,,,Reference Notes,,"72,75","72,75,688,355,788",
45,semantic,Tell Sid about the hackathon,easy,0.4,1.0,True,1.0,27.15,,communication,,,Things to Tell Sid,,"55,54","55,57,54,423,448",
46,semantic,System design interview study,medium,0.4,0.5,True,1.0,29.04,,study,,,Study Tasks,,"70,99,59,60","70,99,360,309,106",
47,semantic,Weekly sync notes,easy,0.0,0.0,False,0.0,28.87,,meeting,,,Meetings,,"106,107","620,372,87,203,631",
48,semantic,Budget and monthly expenses,medium,0.2,0.5,True,1.0,33.54,,todo,,,To Do,,"82,77","82,216,535,281,606",
49,semantic,Health checkup and appointments,easy,0.2,0.3333,True,1.0,27.63,,todo,,,To Do,,"78,79,80","79,601,559,109,475",
50,semantic,What are PostgreSQL index types?,easy,0.2,0.3333,True,1.0,32.6,,question,,,Questions,,"104,74,58","104,417,831,731,931",
1,intent,What startup ideas do I have?,easy,0.2,0.3333,True,1.0,53.71,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87",85,
2,intent,Show my AI research reading goals,easy,0.2,0.25,True,1.0,44.38,general,study,False,Study - AI,Study Tasks,True,"65,64,66,67","65,85",
3,intent,How can I improve my health?,medium,0.0,0.0,False,0.0,29.61,question,todo,False,,To Do,,"83,84",,
4,intent,Show my finance reminders,easy,0.0,0.0,False,0.0,30.98,reminder,todo,False,Reminders,To Do,False,"77,82","557,542,312,84,80",
5,intent,Evaluation report work,medium,0.0,0.0,False,0.0,31.25,general,reference,False,,Reference Notes,,"90,89",,
6,intent,Markdown support,easy,0.0,0.0,False,0.0,29.05,general,reference,False,,Reference Notes,,"72,73,74,75",,
7,intent,Improve search latency,easy,0.0,0.0,False,0.0,28.03,general,reference,False,,Reference Notes,,"93,89",,
8,intent,Attachment upload feature,easy,0.0,0.0,False,0.0,30.09,general,reference,False,,Reference Notes,,94,,
9,intent,Flutter improvements,easy,0.4,1.0,True,1.0,32.35,general,reference,False,Flutter Application Performance,Reference Notes,False,"97,98","98,97",
10,intent,Networking concepts,easy,0.0,0.0,False,0.0,30.85,idea,study,False,Ideas - AI,Study Tasks,False,"71,62",85,
11,intent,Object oriented programming revision,easy,0.0,0.0,False,0.0,33.83,study,study,True,,Study Tasks,,"59,60",,
12,intent,Interview preparation,medium,0.2,0.5,True,1.0,33.31,general,study,False,Study - System Design,Study Tasks,True,"70,99",70,
13,intent,Portfolio website,easy,0.0,0.0,False,0.0,28.36,general,todo,False,,To Do,,"100,97",,
14,intent,Documentation tasks,easy,0.2,0.5,True,1.0,31.95,reference,todo,False,Reference - Knowledgevault Backend,To Do,False,"96,95",96,
15,intent,Deploy KnowledgeVault,easy,0.0,0.0,False,0.0,38.57,general,todo,False,Summary Weekly Knowledgevault,To Do,False,91,"107,89,96",
16,intent,Update GitHub README,easy,0.0,0.0,False,0.0,40.53,general,todo,False,,To Do,,96,,
17,intent,Resume preparation,easy,0.0,0.0,False,0.0,32.68,general,todo,False,,To Do,,100,,
18,intent,Weekend trip,easy,0.0,0.0,False,0.0,26.64,general,todo,False,,To Do,,81,,
19,intent,Bills to pay,medium,0.0,0.0,False,0.0,62.77,todo,todo,True,Bills,To Do,True,"77,82","1035,935,835,735,375",
20,intent,Doctor appointment,easy,0.2,0.5,True,1.0,50.1,reminder,todo,False,Appointments,To Do,True,"78,79","79,557,542,312,84",
21,intent,Shopping list,medium,0.0,0.0,False,0.0,35.23,general,todo,False,,To Do,,76,,
22,intent,Things I need to tell Sid,easy,0.4,0.5,True,0.5,39.32,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","247,57,54",
23,intent,Next meeting with the design team,medium,0.0,0.0,False,0.0,36.13,event,meeting,False,,Meetings,,"106,107",,
24,intent,Project deadline for the alpha release,easy,0.0,0.0,False,0.0,28.47,general,project,False,,Projects,,"89,91",,
25,intent,Remind me to call mom,easy,0.0,0.0,False,0.0,24.5,communication,todo,False,,To Do,,"78,79",,
26,intent,What is the theory of relativity?,easy,0.0,0.0,False,0.0,24.31,question,question,True,,Questions,,"103,104,105",,
27,intent,Ideas for my new blog post,medium,0.0,0.0,False,0.0,24.15,idea,idea,True,,Ideas,,"85,86,87,88",,
28,intent,How to set up a kubernetes cluster,hard,0.0,0.0,False,0.0,33.23,question,study,False,,Study Tasks,,62,,
29,intent,Things to discuss with Sid at the next meeting,easy,0.4,0.5,True,0.5,37.58,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","247,57,54",
30,intent,Study materials for machine learning,medium,0.0,0.0,False,0.0,30.93,study,study,True,,Study Tasks,,"64,65,66,67",,
31,intent,Meeting notes from Q3 planning,easy,0.0,0.0,False,0.0,28.57,event,meeting,False,,Meetings,,"106,107",,
32,intent,What are the project requirements for KnowledgeVault?,medium,0.0,0.0,False,0.0,29.34,question,reference,False,,Reference Notes,,"89,90,91,92,93,94,95,96",,
33,intent,Reminders for next week,medium,0.2,0.2,True,0.2,30.51,reminder,todo,False,Reminders,To Do,False,"76,77,78,79,80","557,542,312,84,80",
34,intent,Questions to ask during the interview,easy,0.0,0.0,False,0.0,28.31,communication,question,False,,Questions,,"70,99",,
35,intent,Brainstorming app names,easy,0.0,0.0,False,0.0,28.28,general,idea,False,,Ideas,,"85,86,87,88",,
36,intent,Redis and PostgreSQL reference notes,hard,0.2,0.3333,True,1.0,34.57,reference,reference,True,Reference - PostgreSQL,Reference Notes,True,"73,74,58","74,1105,1005,905,805",
37,intent,Message to send to Siddhant about backend,medium,0.0,0.0,False,0.0,32.15,communication,communication,True,,Things to Tell Sid,,"56,57,54",,
38,intent,Study schedule for finals,easy,0.0,0.0,False,0.0,29.97,study,study,True,,Study Tasks,,"58,59,60,61",,
39,intent,Sprint planning meeting summary,easy,0.0,0.0,False,0.0,23.49,event,meeting,False,,Meetings,,"107,106",,
40,intent,Timeline for the beta launch,medium,0.0,0.0,False,0.0,21.9,general,todo,False,,To Do,,"89,91",,
41,intent,Don't forget to buy milk,easy,0.2,1.0,True,0.5,36.25,todo,todo,True,Shopping,To Do,True,76,"322,76,1102,1098,1096",
42,intent,How does Redis eviction work?,easy,0.0,0.0,False,0.0,27.97,question,question,True,,Questions,,"103,73,61",,
43,intent,Ideas for improving KnowledgeVault,medium,0.0,0.0,False,0.0,27.53,idea,idea,True,,Ideas,,"86,87,88,89,90",,
44,intent,Docker commands cheat sheet,easy,0.4,1.0,True,1.0,33.74,general,reference,False,Reference - Docker,Reference Notes,True,"72,75","75,72",
45,intent,Tell Sid about the hackathon,easy,0.2,0.5,True,0.3333,53.16,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"55,54","247,57,54",
46,intent,System design interview study,medium,0.2,0.25,True,1.0,41.41,study,study,True,Study - System Design,Study Tasks,True,"70,99,59,60",70,
47,intent,Weekly sync notes,easy,0.0,0.0,False,0.0,45.08,general,meeting,False,,Meetings,,"106,107",,
48,intent,Budget and monthly expenses,medium,0.0,0.0,False,0.0,40.2,general,todo,False,,To Do,,"82,77",,
49,intent,Health checkup and appointments,easy,0.2,0.3333,True,1.0,49.8,reminder,todo,False,Appointments,To Do,True,"78,79,80","79,557,542,312,84",
50,intent,What are PostgreSQL index types?,easy,0.0,0.0,False,0.0,43.62,question,question,True,,Questions,,"104,74,58",,
1,hybrid,What startup ideas do I have?,easy,0.2,0.3333,True,1.0,124.98,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87","85,525,617,134,441",
2,hybrid,Show my AI research reading goals,easy,0.0,0.0,False,0.0,88.5,general,study,False,Study - AI,Study Tasks,True,"65,64,66,67","529,617,416,85,230",
3,hybrid,How can I improve my health?,medium,0.4,1.0,True,1.0,97.78,question,todo,False,,To Do,,"83,84","84,109,83,79,286",
4,hybrid,Show my finance reminders,easy,0.4,1.0,True,0.3333,82.85,reminder,todo,False,Reminders,To Do,False,"77,82","312,216,82,77,393",
5,hybrid,Evaluation report work,medium,0.2,0.5,True,0.5,82.96,general,reference,False,,Reference Notes,,"90,89","616,90,485,453,375",
6,hybrid,Markdown support,easy,0.0,0.0,False,0.0,76.61,general,reference,False,,Reference Notes,,"72,73,74,75","558,568,492,582,96",
7,hybrid,Improve search latency,easy,0.2,0.5,True,1.0,87.21,general,reference,False,,Reference Notes,,"93,89","93,402,195,333,86",
8,hybrid,Attachment upload feature,easy,0.2,1.0,True,1.0,83.69,general,reference,False,,Reference Notes,,94,"94,642,492,96,432",
9,hybrid,Flutter improvements,easy,0.4,1.0,True,1.0,80.63,general,reference,False,Flutter Application Performance,Reference Notes,False,"97,98","98,97,93,372,564",
10,hybrid,Networking concepts,easy,0.0,0.0,False,0.0,97.64,idea,study,False,Ideas - AI,Study Tasks,False,"71,62","491,722,822,922,1022",
11,hybrid,Object oriented programming revision,easy,0.0,0.0,False,0.0,81.44,study,study,True,,Study Tasks,,"59,60","163,414,227,193,679",
12,hybrid,Interview preparation,medium,0.2,0.5,True,0.25,92.29,general,study,False,Study - System Design,Study Tasks,True,"70,99","352,100,360,70,609",
13,hybrid,Portfolio website,easy,0.0,0.0,False,0.0,86.93,general,todo,False,,To Do,,"100,97","266,751,851,951,1051",
14,hybrid,Documentation tasks,easy,0.2,0.5,True,0.5,82.82,reference,todo,False,Reference - Knowledgevault Backend,To Do,False,"96,95","110,96,485,87,583",
15,hybrid,Deploy KnowledgeVault,easy,0.2,1.0,True,1.0,94.07,general,todo,False,Summary Weekly Knowledgevault,To Do,False,91,"91,89,90,95,125",
16,hybrid,Update GitHub README,easy,0.0,0.0,False,0.0,80.15,general,todo,False,,To Do,,96,"440,501,395,522,400",
17,hybrid,Resume preparation,easy,0.2,1.0,True,1.0,81.73,general,todo,False,,To Do,,100,"100,525,142,185,523",
18,hybrid,Weekend trip,easy,0.2,1.0,True,0.5,85.32,general,todo,False,,To Do,,81,"77,81,128,407,190",
19,hybrid,Bills to pay,medium,0.4,1.0,True,1.0,115.06,todo,todo,True,Bills,To Do,True,"77,82","77,341,82,393,368",
20,hybrid,Doctor appointment,easy,0.4,1.0,True,0.5,89.51,reminder,todo,False,Appointments,To Do,True,"78,79","559,79,198,601,78",
21,hybrid,Shopping list,medium,0.2,1.0,True,0.25,87.78,general,todo,False,,To Do,,76,"393,606,322,76,475",
22,hybrid,Things I need to tell Sid,easy,0.8,1.0,True,1.0,91.36,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","54,57,56,55,423",
23,hybrid,Next meeting with the design team,medium,0.2,0.5,True,0.25,83.07,event,meeting,False,,Meetings,,"106,107","57,88,568,106,448",
24,hybrid,Project deadline for the alpha release,easy,0.0,0.0,False,0.0,84.95,general,project,False,,Projects,,"89,91","233,498,453,466,528",
25,hybrid,Remind me to call mom,easy,0.2,0.5,True,0.3333,91.77,communication,todo,False,,To Do,,"78,79","382,475,79,312,56",
26,hybrid,What is the theory of relativity?,easy,0.0,0.0,False,0.0,79.58,question,question,True,,Questions,,"103,104,105","489,290,565,225,116",
27,hybrid,Ideas for my new blog post,medium,0.2,0.25,True,0.2,86.07,idea,idea,True,,Ideas,,"85,86,87,88","255,555,582,554,86",
28,hybrid,How to set up a kubernetes cluster,hard,0.2,1.0,True,1.0,88.37,question,study,False,,Study Tasks,,62,"62,118,712,812,912",
29,hybrid,Things to discuss with Sid at the next meeting,easy,0.6,0.75,True,1.0,85.26,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","57,54,56,423,247",
30,hybrid,Study materials for machine learning,medium,0.0,0.0,False,0.0,83.88,study,study,True,,Study Tasks,,"64,65,66,67","309,528,439,619,357",
31,hybrid,Meeting notes from Q3 planning,easy,0.4,1.0,True,0.5,82.8,event,meeting,False,,Meetings,,"106,107","203,106,87,290,107",
32,hybrid,What are the project requirements for KnowledgeVault?,medium,0.4,0.25,True,1.0,82.96,question,reference,False,,Reference Notes,,"89,90,91,92,93,94,95,96","95,638,125,90,262",
33,hybrid,Reminders for next week,medium,0.4,0.4,True,1.0,84.58,reminder,todo,False,Reminders,To Do,False,"76,77,78,79,80","78,79,56,423,312",
34,hybrid,Questions to ask during the interview,easy,0.4,1.0,True,0.5,78.84,communication,question,False,,Questions,,"70,99","352,70,154,99,360",
35,hybrid,Brainstorming app names,easy,0.2,0.25,True,1.0,78.67,general,idea,False,,Ideas,,"85,86,87,88","85,97,330,117,568",
36,hybrid,Redis and PostgreSQL reference notes,hard,0.4,0.6667,True,1.0,117.35,reference,reference,True,Reference - PostgreSQL,Reference Notes,True,"73,74,58","73,74,269,724,824",
37,hybrid,Message to send to Siddhant about backend,medium,0.6,1.0,True,1.0,105.16,communication,communication,True,,Things to Tell Sid,,"56,57,54","56,423,54,55,57",
38,hybrid,Study schedule for finals,easy,0.0,0.0,False,0.0,86.02,study,study,True,,Study Tasks,,"58,59,60,61","198,617,434,601,448",
39,hybrid,Sprint planning meeting summary,easy,0.2,0.5,True,1.0,88.92,event,meeting,False,,Meetings,,"107,106","107,294,466,498,263",
40,hybrid,Timeline for the beta launch,medium,0.0,0.0,False,0.0,79.98,general,todo,False,,To Do,,"89,91","498,466,620,233,553",
41,hybrid,Don't forget to buy milk,easy,0.2,1.0,True,1.0,115.28,todo,todo,True,Shopping,To Do,True,76,"76,322,475,84,286",
42,hybrid,How does Redis eviction work?,easy,0.4,0.6667,True,1.0,95.56,question,question,True,,Questions,,"103,73,61","103,73,643,673,773",
43,hybrid,Ideas for improving KnowledgeVault,medium,0.6,0.6,True,1.0,80.75,idea,idea,True,,Ideas,,"86,87,88,89,90","90,125,89,638,88",
44,hybrid,Docker commands cheat sheet,easy,0.4,1.0,True,1.0,91.94,general,reference,False,Reference - Docker,Reference Notes,True,"72,75","72,75,355,688,788",
45,hybrid,Tell Sid about the hackathon,easy,0.4,1.0,True,1.0,82.43,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"55,54","55,57,54,423,448",
46,hybrid,System design interview study,medium,0.4,0.5,True,1.0,99.7,study,study,True,Study - System Design,Study Tasks,True,"70,99,59,60","70,99,360,309,106",
47,hybrid,Weekly sync notes,easy,0.0,0.0,False,0.0,95.51,general,meeting,False,,Meetings,,"106,107","620,372,87,203,631",
48,hybrid,Budget and monthly expenses,medium,0.2,0.5,True,1.0,102.65,general,todo,False,,To Do,,"82,77","82,216,535,281,606",
49,hybrid,Health checkup and appointments,easy,0.2,0.3333,True,1.0,98.23,reminder,todo,False,Appointments,To Do,True,"78,79,80","79,601,559,109,475",
50,hybrid,What are PostgreSQL index types?,easy,0.2,0.3333,True,1.0,97.22,question,question,True,,Questions,,"104,74,58","104,417,731,831,931",
