benchmark_id,strategy,query,difficulty,precision_at_k,recall_at_k,hit,reciprocal_rank,latency_ms,predicted_intent,expected_intent,intent_correct,predicted_category,expected_category,category_correct,relevant_note_ids,retrieved_note_ids,error
24,intent,Project deadline for the alpha release,easy,0.0,0.0,False,0.0,48.8,todo,project,False,Tasks,Projects,False,"89,91","1102,1098,1096,1092,1086",
25,intent,Remind me to call mom,easy,0.0,0.0,False,0.0,44.15,communication,todo,False,,To Do,,"78,79",,
26,intent,What is the theory of relativity?,easy,0.0,0.0,False,0.0,36.82,question,question,True,,Questions,,"103,104,105",,
27,intent,Ideas for my new blog post,medium,0.0,0.0,False,0.0,37.71,idea,idea,True,,Ideas,,"85,86,87,88",,
28,intent,How to set up a kubernetes cluster,hard,0.0,0.0,False,0.0,38.6,question,study,False,,Study Tasks,,62,,
29,intent,Things to discuss with Sid at the next meeting,easy,0.4,0.5,True,0.5,43.92,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","247,57,54",
30,intent,Study materials for machine learning,medium,0.0,0.0,False,0.0,37.75,study,study,True,,Study Tasks,,"64,65,66,67",,
31,intent,Meeting notes from Q3 planning,easy,0.0,0.0,False,0.0,40.64,event,meeting,False,,Meetings,,"106,107",,
32,intent,What are the project requirements for KnowledgeVault?,medium,0.0,0.0,False,0.0,41.41,question,reference,False,,Reference Notes,,"89,90,91,92,93,94,95,96",,
33,intent,Reminders for next week,medium,0.2,0.2,True,0.2,39.29,reminder,todo,False,Reminders,To Do,False,"76,77,78,79,80","557,542,312,84,80",
34,intent,Questions to ask during the interview,easy,0.0,0.0,False,0.0,36.54,communication,question,False,,Questions,,"70,99",,
35,intent,Brainstorming app names,easy,0.2,0.25,True,1.0,40.99,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87,88",85,
36,intent,Redis and PostgreSQL reference notes,hard,0.2,0.3333,True,1.0,46.06,reference,reference,True,Reference - PostgreSQL,Reference Notes,True,"73,74,58","74,1105,1005,905,805",
37,intent,Message to send to Siddhant about backend,medium,0.0,0.0,False,0.0,35.79,communication,communication,True,,Things to Tell Sid,,"56,57,54",,
38,intent,Study schedule for finals,easy,0.0,0.0,False,0.0,32.64,study,study,True,,Study Tasks,,"58,59,60,61",,
39,intent,Sprint planning meeting summary,easy,0.0,0.0,False,0.0,35.28,event,meeting,False,,Meetings,,"107,106",,
40,intent,Timeline for the beta launch,medium,0.0,0.0,False,0.0,51.74,todo,todo,True,Tasks,To Do,True,"89,91","1102,1098,1096,1092,1086",
41,intent,Don't forget to buy milk,easy,0.2,1.0,True,0.5,47.78,todo,todo,True,Shopping,To Do,True,76,"322,76,1102,1098,1096",
42,intent,How does Redis eviction work?,easy,0.0,0.0,False,0.0,39.53,question,question,True,,Questions,,"103,73,61",,
43,intent,Ideas for improving KnowledgeVault,medium,0.0,0.0,False,0.0,32.38,idea,idea,True,,Ideas,,"86,87,88,89,90",,
44,intent,Docker commands cheat sheet,easy,0.4,1.0,True,1.0,43.07,reference,reference,True,Reference - Docker,Reference Notes,True,"72,75","75,72",
45,intent,Tell Sid about the hackathon,easy,0.2,0.5,True,0.3333,37.1,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"55,54","247,57,54",
46,intent,System design interview study,medium,0.2,0.25,True,1.0,42.72,study,study,True,Study - System Design,Study Tasks,True,"70,99,59,60",70,
47,intent,Weekly sync notes,easy,0.0,0.0,False,0.0,34.38,reference,meeting,False,,Meetings,,"106,107",,
48,intent,Budget and monthly expenses,medium,0.0,0.0,False,0.0,40.65,general,todo,False,General,To Do,False,"82,77","1093,1078,1077,1067,1059",
49,intent,Health checkup and appointments,easy,0.2,0.3333,True,1.0,46.34,reminder,todo,False,Appointments,To Do,True,"78,79,80","79,557,542,312,84",
50,intent,What are PostgreSQL index types?,easy,0.0,0.0,False,0.0,38.87,question,question,True,,Questions,,"104,74,58",,
1,hybrid,What startup ideas do I have?,easy,0.2,0.3333,True,1.0,111.04,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87","85,525,617,134,441",
2,hybrid,Show my AI research reading goals,easy,0.0,0.0,False,0.0,96.09,study,study,True,Study - AI,Study Tasks,True,"65,64,66,67","529,617,416,85,230",
3,hybrid,How can I improve my health?,medium,0.4,1.0,True,1.0,97.44,question,todo,False,,To Do,,"83,84","84,109,83,79,286",
4,hybrid,Show my finance reminders,easy,0.4,1.0,True,0.3333,113.98,reminder,todo,False,Reminders,To Do,False,"77,82","312,216,82,77,393",
5,hybrid,Evaluation report work,medium,0.2,0.5,True,0.5,105.88,general,reference,False,General,Reference Notes,False,"90,89","616,90,485,453,375",
6,hybrid,Markdown support,easy,0.0,0.0,False,0.0,115.51,general,reference,False,General,Reference Notes,False,"72,73,74,75","558,568,492,582,96",
7,hybrid,Improve search latency,easy,0.2,0.5,True,1.0,97.19,general,reference,False,General,Reference Notes,False,"93,89","93,402,195,333,86",
8,hybrid,Attachment upload feature,easy,0.2,1.0,True,1.0,109.59,general,reference,False,General,Reference Notes,False,94,"94,642,492,96,432",
9,hybrid,Flutter improvements,easy,0.4,1.0,True,1.0,100.23,general,reference,False,General,Reference Notes,False,"97,98","98,97,93,372,564",
10,hybrid,Networking concepts,easy,0.0,0.0,False,0.0,83.49,idea,study,False,Ideas - AI,Study Tasks,False,"71,62","491,722,822,922,1022",
11,hybrid,Object oriented programming revision,easy,0.0,0.0,False,0.0,88.49,study,study,True,,Study Tasks,,"59,60","163,414,227,193,679",
12,hybrid,Interview preparation,medium,0.2,0.5,True,0.25,101.88,general,study,False,General,Study Tasks,False,"70,99","352,100,360,70,609",
13,hybrid,Portfolio website,easy,0.0,0.0,False,0.0,109.03,general,todo,False,General,To Do,False,"100,97","266,751,851,951,1051",
14,hybrid,Documentation tasks,easy,0.2,0.5,True,0.5,95.14,reference,todo,False,Reference - Knowledgevault Backend,To Do,False,"96,95","110,96,485,87,583",
15,hybrid,Deploy KnowledgeVault,easy,0.2,1.0,True,1.0,124.03,todo,todo,True,Tasks,To Do,True,91,"91,89,95,90,125",
16,hybrid,Update GitHub README,easy,0.0,0.0,False,0.0,116.39,todo,todo,True,Tasks,To Do,True,96,"440,501,522,395,400",
17,hybrid,Resume preparation,easy,0.2,1.0,True,1.0,104.44,general,todo,False,General,To Do,False,100,"100,525,142,185,523",
18,hybrid,Weekend trip,easy,0.2,1.0,True,0.25,97.63,general,todo,False,General,To Do,False,81,"115,535,77,81,128",
19,hybrid,Bills to pay,medium,0.4,1.0,True,1.0,114.54,todo,todo,True,Bills,To Do,True,"77,82","77,341,82,393,368",
20,hybrid,Doctor appointment,easy,0.4,1.0,True,0.5,94.6,reminder,todo,False,Appointments,To Do,True,"78,79","559,79,198,601,78",
21,hybrid,Shopping list,medium,0.0,0.0,False,0.0,91.89,general,todo,False,General,To Do,False,76,"170,209,741,841,941",
22,hybrid,Things I need to tell Sid,easy,0.8,1.0,True,1.0,95.24,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","54,57,56,55,423",
23,hybrid,Next meeting with the design team,medium,0.2,0.5,True,0.25,90.21,event,meeting,False,,Meetings,,"106,107","57,88,568,106,448",
24,hybrid,Project deadline for the alpha release,easy,0.0,0.0,False,0.0,121.5,todo,project,False,Tasks,Projects,False,"89,91","233,498,190,251,252",
25,hybrid,Remind me to call mom,easy,0.2,0.5,True,0.3333,99.02,communication,todo,False,,To Do,,"78,79","382,475,79,312,56",
26,hybrid,What is the theory of relativity?,easy,0.0,0.0,False,0.0,90.16,question,question,True,,Questions,,"103,104,105","489,290,565,225,116",
27,hybrid,Ideas for my new blog post,medium,0.2,0.25,True,0.2,93.14,idea,idea,True,,Ideas,,"85,86,87,88","255,555,582,554,86",
28,hybrid,How to set up a kubernetes cluster,hard,0.2,1.0,True,1.0,97.07,question,study,False,,Study Tasks,,62,"62,118,712,812,912",
29,hybrid,Things to discuss with Sid at the next meeting,easy,0.6,0.75,True,1.0,86.17,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","57,54,56,423,247",
30,hybrid,Study materials for machine learning,medium,0.0,0.0,False,0.0,80.21,study,study,True,,Study Tasks,,"64,65,66,67","309,528,439,619,357",
31,hybrid,Meeting notes from Q3 planning,easy,0.4,1.0,True,0.5,85.18,event,meeting,False,,Meetings,,"106,107","203,106,87,290,107",
32,hybrid,What are the project requirements for KnowledgeVault?,medium,0.4,0.25,True,1.0,98.2,question,reference,False,,Reference Notes,,"89,90,91,92,93,94,95,96","95,638,125,90,262",
33,hybrid,Reminders for next week,medium,0.4,0.4,True,1.0,106.92,reminder,todo,False,Reminders,To Do,False,"76,77,78,79,80","78,79,56,423,312",
34,hybrid,Questions to ask during the interview,easy,0.4,1.0,True,0.5,88.37,communication,question,False,,Questions,,"70,99","352,70,154,99,360",
35,hybrid,Brainstorming app names,easy,0.2,0.25,True,1.0,98.96,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87,88","85,97,330,117,568",
36,hybrid,Redis and PostgreSQL reference notes,hard,0.4,0.6667,True,1.0,106.71,reference,reference,True,Reference - PostgreSQL,Reference Notes,True,"73,74,58","73,74,269,724,824",
37,hybrid,Message to send to Siddhant about backend,medium,0.6,1.0,True,1.0,90.08,communication,communication,True,,Things to Tell Sid,,"56,57,54","56,423,54,55,57",
38,hybrid,Study schedule for finals,easy,0.0,0.0,False,0.0,98.18,study,study,True,,Study Tasks,,"58,59,60,61","198,617,434,601,448",
39,hybrid,Sprint planning meeting summary,easy,0.2,0.5,True,1.0,90.84,event,meeting,False,,Meetings,,"107,106","107,294,466,498,263",
40,hybrid,Timeline for the beta launch,medium,0.0,0.0,False,0.0,117.01,todo,todo,True,Tasks,To Do,True,"89,91","149,155,190,251,252",
41,hybrid,Don't forget to buy milk,easy,0.2,1.0,True,1.0,118.06,todo,todo,True,Shopping,To Do,True,76,"76,322,475,84,286",
42,hybrid,How does Redis eviction work?,easy,0.4,0.6667,True,1.0,94.09,question,question,True,,Questions,,"103,73,61","103,73,643,673,773",
43,hybrid,Ideas for improving KnowledgeVault,medium,0.6,0.6,True,1.0,91.64,idea,idea,True,,Ideas,,"86,87,88,89,90","90,125,89,638,88",
44,hybrid,Docker commands cheat sheet,easy,0.4,1.0,True,1.0,99.53,reference,reference,True,Reference - Docker,Reference Notes,True,"72,75","72,75,355,688,788",
45,hybrid,Tell Sid about the hackathon,easy,0.4,1.0,True,1.0,94.31,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"55,54","55,57,54,423,448",
46,hybrid,System design interview study,medium,0.4,0.5,True,1.0,115.29,study,study,True,Study - System Design,Study Tasks,True,"70,99,59,60","70,99,360,309,106",
47,hybrid,Weekly sync notes,easy,0.0,0.0,False,0.0,82.1,reference,meeting,False,,Meetings,,"106,107","620,372,87,203,631",
48,hybrid,Budget and monthly expenses,medium,0.2,0.5,True,1.0,98.18,general,todo,False,General,To Do,False,"82,77","82,216,535,281,606",
49,hybrid,Health checkup and appointments,easy,0.2,0.3333,True,1.0,94.43,reminder,todo,False,Appointments,To Do,True,"78,79,80","79,601,559,109,475",
50,hybrid,What are PostgreSQL index types?,easy,0.2,0.3333,True,1.0,96.39,question,question,True,,Questions,,"104,74,58","104,417,731,831,931",
1,rerank,What startup ideas do I have?,easy,0.2,0.3333,True,1.0,101.36,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87","85,525,617,134,441,553,459,255",
2,rerank,Show my AI research reading goals,easy,0.0,0.0,False,0.1429,94.6,study,study,True,Study - AI,Study Tasks,True,"65,64,66,67","529,617,416,85,230,87,65,122",
3,rerank,How can I improve my health?,medium,0.4,1.0,True,1.0,102.49,question,todo,False,,To Do,,"83,84","84,109,83,79,286,322,380,680",
4,rerank,Show my finance reminders,easy,0.4,1.0,True,0.3333,102.18,reminder,todo,False,Reminders,To Do,False,"77,82","312,216,82,77,393,375,735,835",
5,rerank,Evaluation report work,medium,0.2,0.5,True,0.5,106.28,general,reference,False,General,Reference Notes,False,"90,89","616,90,485,453,375,735,835,935",
6,rerank,Markdown support,easy,0.0,0.0,False,0.0,106.07,general,reference,False,General,Reference Notes,False,"72,73,74,75","558,568,492,582,96,289,581,653",
7,rerank,Improve search latency,easy,0.2,0.5,True,1.0,109.56,general,reference,False,General,Reference Notes,False,"93,89","93,402,195,333,86,644,567,704",
8,rerank,Attachment upload feature,easy,0.2,1.0,True,1.0,102.06,general,reference,False,General,Reference Notes,False,94,"94,642,492,96,432,692,792,892",
9,rerank,Flutter improvements,easy,0.4,1.0,True,1.0,102.95,general,reference,False,General,Reference Notes,False,"97,98","98,97,93,372,564,467,142,655",
10,rerank,Networking concepts,easy,0.0,0.0,False,0.0,89.39,idea,study,False,Ideas - AI,Study Tasks,False,"71,62","491,722,822,922,1022,532,99,633",
11,rerank,Object oriented programming revision,easy,0.0,0.0,False,0.0,98.54,study,study,True,,Study Tasks,,"59,60","163,414,227,193,679,779,879,979",
12,rerank,Interview preparation,medium,0.2,0.5,True,0.25,152.4,general,study,False,General,Study Tasks,False,"70,99","352,100,360,70,609,507,154,288",
13,rerank,Portfolio website,easy,0.0,0.0,False,0.0,173.85,general,todo,False,General,To Do,False,"100,97","266,751,851,951,1051,131,117,528",
14,rerank,Documentation tasks,easy,0.2,0.5,True,0.5,150.29,reference,todo,False,Reference - Knowledgevault Backend,To Do,False,"96,95","110,96,485,87,583,699,799,899",
15,rerank,Deploy KnowledgeVault,easy,0.2,1.0,True,1.0,180.72,todo,todo,True,Tasks,To Do,True,91,"91,89,95,90,125,96,94,88",
16,rerank,Update GitHub README,easy,0.0,0.0,False,0.0,127.01,todo,todo,True,Tasks,To Do,True,96,"440,501,522,395,400,328,612,646",
17,rerank,Resume preparation,easy,0.2,1.0,True,1.0,102.0,general,todo,False,General,To Do,False,100,"100,525,142,185,523,107,288,352",
18,rerank,Weekend trip,easy,0.2,1.0,True,0.5,105.87,general,todo,False,General,To Do,False,81,"77,81,128,407,190,198,351,324",
19,rerank,Bills to pay,medium,0.4,1.0,True,1.0,118.41,todo,todo,True,Bills,To Do,True,"77,82","77,341,82,393,368,312,490,178",
20,rerank,Doctor appointment,easy,0.4,1.0,True,0.5,103.55,reminder,todo,False,Appointments,To Do,True,"78,79","559,79,198,601,78,609,70,56",
21,rerank,Shopping list,medium,0.2,1.0,True,0.2,123.84,general,todo,False,General,To Do,False,76,"170,393,606,322,76,475,216,115",
22,rerank,Things I need to tell Sid,easy,0.8,1.0,True,1.0,128.07,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","54,57,56,55,423,247,442,755",
23,rerank,Next meeting with the design team,medium,0.2,0.5,True,0.25,107.82,event,meeting,False,,Meetings,,"106,107","57,88,568,106,448,360,56,107",
24,rerank,Project deadline for the alpha release,easy,0.0,0.0,False,0.0,117.27,todo,project,False,Tasks,Projects,False,"89,91","233,498,190,252,257,264,270,289",
25,rerank,Remind me to call mom,easy,0.2,0.5,True,0.3333,86.53,communication,todo,False,,To Do,,"78,79","382,475,79,312,56,78,77,54",
26,rerank,What is the theory of relativity?,easy,0.0,0.0,False,0.0,92.06,question,question,True,,Questions,,"103,104,105","489,290,565,225,116,424,306,102",
27,rerank,Ideas for my new blog post,medium,0.2,0.25,True,0.2,90.71,idea,idea,True,,Ideas,,"85,86,87,88","255,555,582,554,86,413,85,525",
28,rerank,How to set up a kubernetes cluster,hard,0.2,1.0,True,1.0,96.83,question,study,False,,Study Tasks,,62,"62,118,712,812,912,1012,410,383",
29,rerank,Things to discuss with Sid at the next meeting,easy,0.6,0.75,True,1.0,98.42,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","57,54,56,423,247,55,203,442",
30,rerank,Study materials for machine learning,medium,0.0,0.0,False,0.125,96.94,study,study,True,,Study Tasks,,"64,65,66,67","309,528,439,619,357,60,360,66",
31,rerank,Meeting notes from Q3 planning,easy,0.4,1.0,True,0.5,96.0,event,meeting,False,,Meetings,,"106,107","203,106,87,290,107,372,448,175",
32,rerank,What are the project requirements for KnowledgeVault?,medium,0.4,0.25,True,1.0,95.65,question,reference,False,,Reference Notes,,"89,90,91,92,93,94,95,96","95,638,125,90,262,89,57,247",
33,rerank,Reminders for next week,medium,0.2,0.2,True,1.0,105.85,reminder,todo,False,Reminders,To Do,False,"76,77,78,79,80","79,56,423,312,475,77,198,382",
34,rerank,Questions to ask during the interview,easy,0.4,1.0,True,0.5,94.59,communication,question,False,,Questions,,"70,99","352,70,154,99,360,468,294,199",
35,rerank,Brainstorming app names,easy,0.2,0.25,True,1.0,88.68,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87,88","85,97,330,117,568,617,448,155",
36,rerank,Redis and PostgreSQL reference notes,hard,0.4,0.6667,True,1.0,121.14,reference,reference,True,Reference - PostgreSQL,Reference Notes,True,"73,74,58","73,74,269,724,824,924,1024,421",
37,rerank,Message to send to Siddhant about backend,medium,0.6,1.0,True,1.0,103.78,communication,communication,True,,Things to Tell Sid,,"56,57,54","56,423,54,55,57,106,392,372",
38,rerank,Study schedule for finals,easy,0.0,0.0,False,0.0,93.87,study,study,True,,Study Tasks,,"58,59,60,61","198,617,434,601,448,521,107,343",
39,rerank,Sprint planning meeting summary,easy,0.2,0.5,True,1.0,106.4,event,meeting,False,,Meetings,,"107,106","107,294,466,498,263,203,216,448",
40,rerank,Timeline for the beta launch,medium,0.0,0.0,False,0.0,135.28,todo,todo,True,Tasks,To Do,True,"89,91","155,190,252,257,264,270,289,309",
41,rerank,Don't forget to buy milk,easy,0.2,1.0,True,1.0,127.22,todo,todo,True,Shopping,To Do,True,76,"76,322,475,84,286,78,83,79",
