benchmark_id,strategy,query,difficulty,precision_at_k,recall_at_k,hit,reciprocal_rank,latency_ms,predicted_intent,expected_intent,intent_correct,predicted_category,expected_category,category_correct,relevant_note_ids,retrieved_note_ids,error
26,semantic,What is the theory of relativity?,easy,0.0,0.0,False,0.0,1.33,,question,,,Questions,,"103,104,105","489,290,565,225,116",
27,semantic,Ideas for my new blog post,medium,0.2,0.25,True,0.2,1.94,,idea,,,Ideas,,"85,86,87,88","255,555,582,554,86",
28,semantic,How to set up a kubernetes cluster,hard,0.2,1.0,True,1.0,2.05,,study,,,Study Tasks,,62,"62,118,712,812,912",
29,semantic,Things to discuss with Sid at the next meeting,easy,0.6,0.75,True,1.0,1.56,,communication,,,Things to Tell Sid,,"54,55,56,57","57,54,56,423,247",
30,semantic,Study materials for machine learning,medium,0.0,0.0,False,0.0,1.41,,study,,,Study Tasks,,"64,65,66,67","309,528,439,619,357",
31,semantic,Meeting notes from Q3 planning,easy,0.4,1.0,True,0.5,1.85,,meeting,,,Meetings,,"106,107","203,106,87,290,107",
32,semantic,What are the project requirements for KnowledgeVault?,medium,0.4,0.25,True,1.0,1.2,,reference,,,Reference Notes,,"89,90,91,92,93,94,95,96","95,638,125,90,262",
33,semantic,Reminders for next week,medium,0.4,0.4,True,1.0,1.25,,todo,,,To Do,,"76,77,78,79,80","79,56,423,475,77",
34,semantic,Questions to ask during the interview,easy,0.4,1.0,True,0.5,1.39,,question,,,Questions,,"70,99","352,70,154,99,360",
35,semantic,Brainstorming app names,easy,0.2,0.25,True,1.0,1.32,,idea,,,Ideas,,"85,86,87,88","85,97,330,117,568",
36,semantic,Redis and PostgreSQL reference notes,hard,0.4,0.6667,True,1.0,2.06,,reference,,,Reference Notes,,"73,74,58","73,74,269,724,824",
37,semantic,Message to send to Siddhant about backend,medium,0.6,1.0,True,1.0,3.15,,communication,,,Things to Tell Sid,,"56,57,54","56,423,54,55,57",
38,semantic,Study schedule for finals,easy,0.0,0.0,False,0.0,2.04,,study,,,Study Tasks,,"58,59,60,61","198,617,434,601,448",
39,semantic,Sprint planning meeting summary,easy,0.2,0.5,True,1.0,2.48,,meeting,,,Meetings,,"107,106","107,294,466,498,263",
40,semantic,Timeline for the beta launch,medium,0.0,0.0,False,0.0,1.69,,todo,,,To Do,,"89,91","498,466,620,233,553",
41,semantic,Don't forget to buy milk,easy,0.2,1.0,True,1.0,1.82,,todo,,,To Do,,76,"76,322,475,84,286",
42,semantic,How does Redis eviction work?,easy,0.4,0.6667,True,1.0,1.81,,question,,,Questions,,"103,73,61","103,73,673,643,773",
43,semantic,Ideas for improving KnowledgeVault,medium,0.6,0.6,True,1.0,2.26,,idea,,,Ideas,,"86,87,88,89,90","90,125,89,638,88",
44,semantic,Docker commands cheat sheet,easy,0.4,1.0,True,1.0,2.79,,reference,,,Reference Notes,,"72,75","72,75,688,355,788",
45,semantic,Tell Sid about the hackathon,easy,0.4,1.0,True,1.0,3.77,,communication,,,Things to Tell Sid,,"55,54","55,57,54,423,448",
46,semantic,System design interview study,medium,0.4,0.5,True,1.0,5.31,,study,,,Study Tasks,,"70,99,59,60","70,99,360,309,106",
47,semantic,Weekly sync notes,easy,0.0,0.0,False,0.0,2.97,,meeting,,,Meetings,,"106,107","620,372,87,203,631",
48,semantic,Budget and monthly expenses,medium,0.2,0.5,True,1.0,1.89,,todo,,,To Do,,"82,77","82,216,535,281,606",
49,semantic,Health checkup and appointments,easy,0.2,0.3333,True,1.0,1.71,,todo,,,To Do,,"78,79,80","79,601,559,109,475",
50,semantic,What are PostgreSQL index types?,easy,0.2,0.3333,True,1.0,2.38,,question,,,Questions,,"104,74,58","104,417,831,731,931",
1,intent,What startup ideas do I have?,easy,0.2,0.3333,True,1.0,436.1,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87","85,178",
2,intent,Show my AI research reading goals,easy,0.2,0.25,True,1.0,51.37,study,study,True,Study - AI,Study Tasks,True,"65,64,66,67",65,
3,intent,How can I improve my health?,medium,0.0,0.0,False,0.0,44.67,question,todo,False,,To Do,,"83,84",,
4,intent,Show my finance reminders,easy,0.0,0.0,False,0.0,44.96,reminder,todo,False,Reminders,To Do,False,"77,82","557,542,312,84,80",
5,intent,Evaluation report work,medium,0.0,0.0,False,0.0,67.97,general,reference,False,General,Reference Notes,False,"90,89","1093,1078,1077,1067,1059",
6,intent,Markdown support,easy,0.0,0.0,False,0.0,58.38,general,reference,False,General,Reference Notes,False,"72,73,74,75","1093,1078,1077,1067,1059",
7,intent,Improve search latency,easy,0.0,0.0,False,0.0,60.5,general,reference,False,General,Reference Notes,False,"93,89","1093,1078,1077,1067,1059",
8,intent,Attachment upload feature,easy,0.0,0.0,False,0.0,44.9,general,reference,False,General,Reference Notes,False,94,"1093,1078,1077,1067,1059",
9,intent,Flutter improvements,easy,0.0,0.0,False,0.0,51.24,general,reference,False,General,Reference Notes,False,"97,98","1093,1078,1077,1067,1059",
10,intent,Networking concepts,easy,0.0,0.0,False,0.0,41.64,idea,study,False,Ideas - AI,Study Tasks,False,"71,62",85,
11,intent,Object oriented programming revision,easy,0.0,0.0,False,0.0,49.91,study,study,True,,Study Tasks,,"59,60",,
12,intent,Interview preparation,medium,0.0,0.0,False,0.0,66.8,general,study,False,General,Study Tasks,False,"70,99","1093,1078,1077,1067,1059",
13,intent,Portfolio website,easy,0.0,0.0,False,0.0,57.1,general,todo,False,General,To Do,False,"100,97","1093,1078,1077,1067,1059",
14,intent,Documentation tasks,easy,0.2,0.5,True,1.0,64.52,reference,todo,False,Reference - Knowledgevault Backend,To Do,False,"96,95",96,
15,intent,Deploy KnowledgeVault,easy,0.0,0.0,False,0.0,58.54,todo,todo,True,Tasks,To Do,True,91,"1102,1098,1096,1092,1086",
16,intent,Update GitHub README,easy,0.0,0.0,False,0.0,83.36,todo,todo,True,Tasks,To Do,True,96,"1102,1098,1096,1092,1086",
17,intent,Resume preparation,easy,0.0,0.0,False,0.0,51.02,general,todo,False,General,To Do,False,100,"1093,1078,1077,1067,1059",
18,intent,Weekend trip,easy,0.0,0.0,False,0.0,53.62,general,todo,False,General,To Do,False,81,"1093,1078,1077,1067,1059",
19,intent,Bills to pay,medium,0.0,0.0,False,0.0,37.64,todo,todo,True,Bills,To Do,True,"77,82","1035,935,835,735,375",
20,intent,Doctor appointment,easy,0.2,0.5,True,1.0,57.16,reminder,todo,False,Appointments,To Do,True,"78,79","79,557,542,312,84",
21,intent,Shopping list,medium,0.0,0.0,False,0.0,43.73,general,todo,False,General,To Do,False,76,"1093,1078,1077,1067,1059",
22,intent,Things I need to tell Sid,easy,0.4,0.5,True,0.5,61.73,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","247,57,54",
23,intent,Next meeting with the design team,medium,0.0,0.0,False,0.0,39.06,event,meeting,False,,Meetings,,"106,107",,
24,intent,Project deadline for the alpha release,easy,0.0,0.0,False,0.0,52.43,todo,project,False,Tasks,Projects,False,"89,91","1102,1098,1096,1092,1086",
25,intent,Remind me to call mom,easy,0.0,0.0,False,0.0,45.56,communication,todo,False,,To Do,,"78,79",,
26,intent,What is the theory of relativity?,easy,0.0,0.0,False,0.0,43.77,question,question,True,,Questions,,"103,104,105",,
27,intent,Ideas for my new blog post,medium,0.0,0.0,False,0.0,52.97,idea,idea,True,,Ideas,,"85,86,87,88",,
28,intent,How to set up a kubernetes cluster,hard,0.0,0.0,False,0.0,43.58,question,study,False,,Study Tasks,,62,,
29,intent,Things to discuss with Sid at the next meeting,easy,0.4,0.5,True,0.5,37.26,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","247,57,54",
30,intent,Study materials for machine learning,medium,0.0,0.0,False,0.0,38.05,study,study,True,,Study Tasks,,"64,65,66,67",,
31,intent,Meeting notes from Q3 planning,easy,0.0,0.0,False,0.0,36.28,event,meeting,False,,Meetings,,"106,107",,
32,intent,What are the project requirements for KnowledgeVault?,medium,0.0,0.0,False,0.0,51.14,question,reference,False,,Reference Notes,,"89,90,91,92,93,94,95,96",,
33,intent,Reminders for next week,medium,0.2,0.2,True,0.2,38.98,reminder,todo,False,Reminders,To Do,False,"76,77,78,79,80","557,542,312,84,80",
34,intent,Questions to ask during the interview,easy,0.0,0.0,False,0.0,36.43,communication,question,False,,Questions,,"70,99",,
35,intent,Brainstorming app names,easy,0.2,0.25,True,1.0,45.19,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87,88",85,
36,intent,Redis and PostgreSQL reference notes,hard,0.2,0.3333,True,1.0,48.65,reference,reference,True,Reference - PostgreSQL,Reference Notes,True,"73,74,58","74,1105,1005,905,805",
37,intent,Message to send to Siddhant about backend,medium,0.0,0.0,False,0.0,38.21,communication,communication,True,,Things to Tell Sid,,"56,57,54",,
38,intent,Study schedule for finals,easy,0.0,0.0,False,0.0,30.95,study,study,True,,Study Tasks,,"58,59,60,61",,
39,intent,Sprint planning meeting summary,easy,0.0,0.0,False,0.0,36.81,event,meeting,False,,Meetings,,"107,106",,
40,intent,Timeline for the beta launch,medium,0.0,0.0,False,0.0,43.94,todo,todo,True,Tasks,To Do,True,"89,91","1102,1098,1096,1092,1086",
41,intent,Don't forget to buy milk,easy,0.2,1.0,True,0.5,51.5,todo,todo,True,Shopping,To Do,True,76,"322,76,1102,1098,1096",
42,intent,How does Redis eviction work?,easy,0.0,0.0,False,0.0,44.07,question,question,True,,Questions,,"103,73,61",,
43,intent,Ideas for improving KnowledgeVault,medium,0.0,0.0,False,0.0,42.51,idea,idea,True,,Ideas,,"86,87,88,89,90",,
44,intent,Docker commands cheat sheet,easy,0.4,1.0,True,1.0,45.3,reference,reference,True,Reference - Docker,Reference Notes,True,"72,75","75,72",
45,intent,Tell Sid about the hackathon,easy,0.2,0.5,True,0.3333,41.57,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"55,54","247,57,54",
46,intent,System design interview study,medium,0.2,0.25,True,1.0,43.76,study,study,True,Study - System Design,Study Tasks,True,"70,99,59,60",70,
47,intent,Weekly sync notes,easy,0.0,0.0,False,0.0,35.18,reference,meeting,False,,Meetings,,"106,107",,
48,intent,Budget and monthly expenses,medium,0.0,0.0,False,0.0,38.13,general,todo,False,General,To Do,False,"82,77","1093,1078,1077,1067,1059",
49,intent,Health checkup and appointments,easy,0.2,0.3333,True,1.0,43.52,reminder,todo,False,Appointments,To Do,True,"78,79,80","79,557,542,312,84",
50,intent,What are PostgreSQL index types?,easy,0.0,0.0,False,0.0,39.33,question,question,True,,Questions,,"104,74,58",,
1,hybrid,What startup ideas do I have?,easy,0.2,0.3333,True,1.0,122.89,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87","85,525,617,134,441",
2,hybrid,Show my AI research reading goals,easy,0.0,0.0,False,0.0,99.42,study,study,True,Study - AI,Study Tasks,True,"65,64,66,67","529,617,416,85,230",
3,hybrid,How can I improve my health?,medium,0.4,1.0,True,1.0,98.47,question,todo,False,,To Do,,"83,84","84,109,83,79,286",
4,hybrid,Show my finance reminders,easy,0.4,1.0,True,0.3333,102.72,reminder,todo,False,Reminders,To Do,False,"77,82","312,216,82,77,393",
5,hybrid,Evaluation report work,medium,0.2,0.5,True,0.5,122.87,general,reference,False,General,Reference Notes,False,"90,89","616,90,485,453,375",
6,hybrid,Markdown support,easy,0.0,0.0,False,0.0,126.49,general,reference,False,General,Reference Notes,False,"72,73,74,75","558,568,492,582,96",
7,hybrid,Improve search latency,easy,0.2,0.5,True,1.0,147.26,general,reference,False,General,Reference Notes,False,"93,89","93,402,195,333,86",
8,hybrid,Attachment upload feature,easy,0.2,1.0,True,1.0,142.38,general,reference,False,General,Reference Notes,False,94,"94,642,492,96,432",
9,hybrid,Flutter improvements,easy,0.4,1.0,True,1.0,130.56,general,reference,False,General,Reference Notes,False,"97,98","98,97,93,372,564",
10,hybrid,Networking concepts,easy,0.0,0.0,False,0.0,141.77,idea,study,False,Ideas - AI,Study Tasks,False,"71,62","491,722,822,922,1022",
11,hybrid,Object oriented programming revision,easy,0.0,0.0,False,0.0,155.77,study,study,True,,Study Tasks,,"59,60","163,414,227,193,679",
12,hybrid,Interview preparation,medium,0.2,0.5,True,0.25,135.27,general,study,False,General,Study Tasks,False,"70,99","352,100,360,70,609",
13,hybrid,Portfolio website,easy,0.0,0.0,False,0.0,166.45,general,todo,False,General,To Do,False,"100,97","266,751,851,951,1051",
14,hybrid,Documentation tasks,easy,0.2,0.5,True,0.5,183.26,reference,todo,False,Reference - Knowledgevault Backend,To Do,False,"96,95","110,96,485,87,583",
15,hybrid,Deploy KnowledgeVault,easy,0.2,1.0,True,1.0,176.24,todo,todo,True,Tasks,To Do,True,91,"91,89,95,90,125",
16,hybrid,Update GitHub README,easy,0.0,0.0,False,0.0,137.5,todo,todo,True,Tasks,To Do,True,96,"440,501,522,395,400",
17,hybrid,Resume preparation,easy,0.2,1.0,True,1.0,126.58,general,todo,False,General,To Do,False,100,"100,525,142,185,523",
18,hybrid,Weekend trip,easy,0.2,1.0,True,0.25,127.77,general,todo,False,General,To Do,False,81,"115,535,77,81,128",
19,hybrid,Bills to pay,medium,0.4,1.0,True,1.0,150.96,todo,todo,True,Bills,To Do,True,"77,82","77,341,82,393,368",
20,hybrid,Doctor appointment,easy,0.4,1.0,True,0.5,113.65,reminder,todo,False,Appointments,To Do,True,"78,79","559,79,198,601,78",
21,hybrid,Shopping list,medium,0.0,0.0,False,0.0,124.54,general,todo,False,General,To Do,False,76,"170,209,741,841,941",
22,hybrid,Things I need to tell Sid,easy,0.8,1.0,True,1.0,128.12,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","54,57,56,55,423",
23,hybrid,Next meeting with the design team,medium,0.2,0.5,True,0.25,129.27,event,meeting,False,,Meetings,,"106,107","57,88,568,106,448",
24,hybrid,Project deadline for the alpha release,easy,0.0,0.0,False,0.0,157.2,todo,project,False,Tasks,Projects,False,"89,91","233,498,190,251,252",
25,hybrid,Remind me to call mom,easy,0.2,0.5,True,0.3333,111.83,communication,todo,False,,To Do,,"78,79","382,475,79,312,56",
26,hybrid,What is the theory of relativity?,easy,0.0,0.0,False,0.0,122.36,question,question,True,,Questions,,"103,104,105","489,290,565,225,116",
27,hybrid,Ideas for my new blog post,medium,0.2,0.25,True,0.2,104.95,idea,idea,True,,Ideas,,"85,86,87,88","255,555,582,554,86",
28,hybrid,How to set up a kubernetes cluster,hard,0.2,1.0,True,1.0,114.46,question,study,False,,Study Tasks,,62,"62,118,712,812,912",
29,hybrid,Things to discuss with Sid at the next meeting,easy,0.6,0.75,True,1.0,108.57,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","57,54,56,423,247",
30,hybrid,Study materials for machine learning,medium,0.0,0.0,False,0.0,114.6,study,study,True,,Study Tasks,,"64,65,66,67","309,528,439,619,357",
31,hybrid,Meeting notes from Q3 planning,easy,0.4,1.0,True,0.5,104.81,event,meeting,False,,Meetings,,"106,107","203,106,87,290,107",
32,hybrid,What are the project requirements for KnowledgeVault?,medium,0.4,0.25,True,1.0,112.65,question,reference,False,,Reference Notes,,"89,90,91,92,93,94,95,96","95,638,125,90,262",
33,hybrid,Reminders for next week,medium,0.4,0.4,True,1.0,119.27,reminder,todo,False,Reminders,To Do,False,"76,77,78,79,80","78,79,56,423,312",
34,hybrid,Questions to ask during the interview,easy,0.4,1.0,True,0.5,116.74,communication,question,False,,Questions,,"70,99","352,70,154,99,360",
35,hybrid,Brainstorming app names,easy,0.2,0.25,True,1.0,107.24,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87,88","85,97,330,117,568",
36,hybrid,Redis and PostgreSQL reference notes,hard,0.4,0.6667,True,1.0,107.94,reference,reference,True,Reference - PostgreSQL,Reference Notes,True,"73,74,58","73,74,269,724,824",
37,hybrid,Message to send to Siddhant about backend,medium,0.6,1.0,True,1.0,116.29,communication,communication,True,,Things to Tell Sid,,"56,57,54","56,423,54,55,57",
38,hybrid,Study schedule for finals,easy,0.0,0.0,False,0.0,111.01,study,study,True,,Study Tasks,,"58,59,60,61","198,617,434,601,448",
39,hybrid,Sprint planning meeting summary,easy,0.2,0.5,True,1.0,111.31,event,meeting,False,,Meetings,,"107,106","107,294,466,498,263",
40,hybrid,Timeline for the beta launch,medium,0.0,0.0,False,0.0,124.76,todo,todo,True,Tasks,To Do,True,"89,91","149,155,190,251,252",
41,hybrid,Don't forget to buy milk,easy,0.2,1.0,True,1.0,143.28,todo,todo,True,Shopping,To Do,True,76,"76,322,475,84,286",
42,hybrid,How does Redis eviction work?,easy,0.4,0.6667,True,1.0,121.63,question,question,True,,Questions,,"103,73,61","103,73,643,673,773",
43,hybrid,Ideas for improving KnowledgeVault,medium,0.6,0.6,True,1.0,110.19,idea,idea,True,,Ideas,,"86,87,88,89,90","90,125,89,638,88",
44,hybrid,Docker commands cheat sheet,easy,0.4,1.0,True,1.0,111.91,reference,reference,True,Reference - Docker,Reference Notes,True,"72,75","72,75,355,688,788",
45,hybrid,Tell Sid about the hackathon,easy,0.4,1.0,True,1.0,134.31,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"55,54","55,57,54,423,448",
46,hybrid,System design interview study,medium,0.4,0.5,True,1.0,132.68,study,study,True,Study - System Design,Study Tasks,True,"70,99,59,60","70,99,360,309,106",
47,hybrid,Weekly sync notes,easy,0.0,0.0,False,0.0,122.45,reference,meeting,False,,Meetings,,"106,107","620,372,87,203,631",
48,hybrid,Budget and monthly expenses,medium,0.2,0.5,True,1.0,147.23,general,todo,False,General,To Do,False,"82,77","82,216,535,281,606",
49,hybrid,Health checkup and appointments,easy,0.2,0.3333,True,1.0,139.85,reminder,todo,False,Appointments,To Do,True,"78,79,80","79,601,559,109,475",
50,hybrid,What are PostgreSQL index types?,easy,0.2,0.3333,True,1.0,125.26,question,question,True,,Questions,,"104,74,58","104,417,731,831,931",
1,rerank,What startup ideas do I have?,easy,0.2,0.3333,True,0.3333,738.33,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87","617,525,85,134,166,685,785,885",
2,rerank,Show my AI research reading goals,easy,0.0,0.0,False,0.0,420.88,study,study,True,Study - AI,Study Tasks,True,"65,64,66,67","529,166,685,785,885,985,1085,617",
3,rerank,How can I improve my health?,medium,0.4,1.0,True,1.0,549.42,question,todo,False,,To Do,,"83,84","84,83,380,680,780,880,980,1080",
4,rerank,Show my finance reminders,easy,0.4,1.0,True,0.5,415.58,reminder,todo,False,Reminders,To Do,False,"77,82","312,82,216,77,583,699,799,899",
5,rerank,Evaluation report work,medium,0.2,0.5,True,0.25,449.21,general,reference,False,General,Reference Notes,False,"90,89","555,251,616,90,485,487,453,213",
6,rerank,Markdown support,easy,0.0,0.0,False,0.0,410.24,general,reference,False,General,Reference Notes,False,"72,73,74,75","449,96,386,523,289,492,338,558",
7,rerank,Improve search latency,easy,0.2,0.5,True,1.0,419.97,general,reference,False,General,Reference Notes,False,"93,89","93,86,213,729,829,929,1029,333",
8,rerank,Attachment upload feature,easy,0.2,1.0,True,1.0,397.43,general,reference,False,General,Reference Notes,False,94,"94,642,432,692,792,892,992,1092",
9,rerank,Flutter improvements,easy,0.4,1.0,True,1.0,438.66,general,reference,False,General,Reference Notes,False,"97,98","98,97,93,142,61,337,653,444",
10,rerank,Networking concepts,easy,0.0,0.0,False,0.0,426.78,idea,study,False,Ideas - AI,Study Tasks,False,"71,62","633,491,722,822,922,1022,532,327",
11,rerank,Object oriented programming revision,easy,0.0,0.0,False,0.0,614.21,study,study,True,,Study Tasks,,"59,60","193,679,779,879,979,1079,562,414",
12,rerank,Interview preparation,medium,0.0,0.0,False,0.0,724.58,general,study,False,General,Study Tasks,False,"70,99","360,468,344,352,609,154,521,199",
13,rerank,Portfolio website,easy,0.0,0.0,False,0.0,451.23,general,todo,False,General,To Do,False,"100,97","413,607,753,555,131,525,65,66",
14,rerank,Documentation tasks,easy,0.0,0.0,False,0.125,403.22,reference,todo,False,Reference - Knowledgevault Backend,To Do,False,"96,95","110,583,699,799,899,999,1099,96",
15,rerank,Deploy KnowledgeVault,easy,0.2,1.0,True,1.0,555.44,todo,todo,True,Tasks,To Do,True,91,"91,607,753,853,953,1053,125,97",
16,rerank,Update GitHub README,easy,0.0,0.0,False,0.0,512.69,todo,todo,True,Tasks,To Do,True,96,"395,522,612,440,400,614,497,719",
17,rerank,Resume preparation,easy,0.2,1.0,True,1.0,441.67,general,todo,False,General,To Do,False,100,"100,525,185,523,142,521,352,360",
18,rerank,Weekend trip,easy,0.0,0.0,False,0.0,478.28,general,todo,False,General,To Do,False,81,"128,324,77,538,627,400,190,575",
19,rerank,Bills to pay,medium,0.2,0.5,True,0.5,472.83,todo,todo,True,Bills,To Do,True,"77,82","368,77,490,312,341,635,331,393",
20,rerank,Doctor appointment,easy,0.4,1.0,True,0.3333,392.91,reminder,todo,False,Appointments,To Do,True,"78,79","231,559,78,79,288,198,609,575",
21,rerank,Shopping list,medium,0.2,1.0,True,0.25,393.0,general,todo,False,General,To Do,False,76,"322,393,475,76,115,309,605,216",
22,rerank,Things I need to tell Sid,easy,0.2,0.25,True,1.0,393.03,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","54,442,755,855,955,1055,203,55",
23,rerank,Next meeting with the design team,medium,0.2,0.5,True,0.2,319.66,event,meeting,False,,Meetings,,"106,107","568,57,448,88,106,70,360,626",
24,rerank,Project deadline for the alpha release,easy,0.0,0.0,False,0.0,542.51,todo,project,False,Tasks,Projects,False,"89,91","233,498,317,289,264,257,715,815",
25,rerank,Remind me to call mom,easy,0.0,0.0,False,0.0,319.32,communication,todo,False,,To Do,,"78,79","382,55,312,212,317,475,322,550",
26,rerank,What is the theory of relativity?,easy,0.0,0.0,False,0.0,682.71,question,question,True,,Questions,,"103,104,105","489,306,116,608,298,726,826,926",
27,rerank,Ideas for my new blog post,medium,0.4,0.5,True,0.3333,358.78,idea,idea,True,,Ideas,,"85,86,87,88","555,453,86,525,85,413,255,208",
28,rerank,How to set up a kubernetes cluster,hard,0.0,0.0,False,0.1667,412.44,question,study,False,,Study Tasks,,62,"118,712,812,912,1012,62,410,383",
29,rerank,Things to discuss with Sid at the next meeting,easy,0.4,0.5,True,1.0,390.29,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","57,203,247,56,442,755,855,955",
30,rerank,Study materials for machine learning,medium,0.2,0.25,True,0.5,302.97,study,study,True,,Study Tasks,,"64,65,66,67","357,66,529,592,60,343,619,547",
31,rerank,Meeting notes from Q3 planning,easy,0.4,1.0,True,0.5,314.31,event,meeting,False,,Meetings,,"106,107","372,106,107,448,203,56,87,539",
32,rerank,What are the project requirements for KnowledgeVault?,medium,0.0,0.0,False,0.0,313.36,question,reference,False,,Reference Notes,,"89,90,91,92,93,94,95,96","638,337,262,125,97,413,107,88",
33,rerank,Reminders for next week,medium,0.0,0.0,False,0.0,342.19,reminder,todo,False,Reminders,To Do,False,"76,77,78,79,80","312,557,57,631,198,475,56,107",
34,rerank,Questions to ask during the interview,easy,0.2,0.5,True,0.3333,432.98,communication,question,False,,Questions,,"70,99","154,352,99,468,126,70,199,507",
35,rerank,Brainstorming app names,easy,0.2,0.25,True,1.0,486.97,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87,88","85,448,617,266,751,851,951,1051",
36,rerank,Redis and PostgreSQL reference notes,hard,0.4,0.6667,True,1.0,400.77,reference,reference,True,Reference - PostgreSQL,Reference Notes,True,"73,74,58","74,73,269,724,824,924,1024,421",
37,rerank,Message to send to Siddhant about backend,medium,0.2,0.3333,True,1.0,334.3,communication,communication,True,,Things to Tell Sid,,"56,57,54","56,423,106,96,372,91,61,55",
38,rerank,Study schedule for finals,easy,0.0,0.0,False,0.0,281.1,study,study,True,,Study Tasks,,"58,59,60,61","448,617,198,224,521,344,601,495",
39,rerank,Sprint planning meeting summary,easy,0.2,0.5,True,1.0,315.9,event,meeting,False,,Meetings,,"107,106","107,466,448,56,438,216,468,263",
40,rerank,Timeline for the beta launch,medium,0.0,0.0,False,0.0,516.18,todo,todo,True,Tasks,To Do,True,"89,91","264,289,257,715,815,252,696,796",
41,rerank,Don't forget to buy milk,easy,0.2,1.0,True,1.0,513.61,todo,todo,True,Shopping,To Do,True,76,"76,322,475,84,496,586,82,83",
