benchmark_id,strategy,query,difficulty,precision_at_k,recall_at_k,hit,reciprocal_rank,latency_ms,predicted_intent,expected_intent,intent_correct,predicted_category,expected_category,category_correct,relevant_note_ids,retrieved_note_ids,error
48,semantic,Budget and monthly expenses,medium,0.2,0.5,True,1.0,1.45,,todo,,,To Do,,"82,77","82,216,535,281,606",
49,semantic,Health checkup and appointments,easy,0.2,0.3333,True,1.0,2.01,,todo,,,To Do,,"78,79,80","79,601,559,109,475",
50,semantic,What are PostgreSQL index types?,easy,0.2,0.3333,True,1.0,1.66,,question,,,Questions,,"104,74,58","104,417,831,731,931",
1,intent,What startup ideas do I have?,easy,0.2,0.3333,True,1.0,180.2,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87","85,178",
2,intent,Show my AI research reading goals,easy,0.2,0.25,True,1.0,33.61,study,study,True,Study - AI,Study Tasks,True,"65,64,66,67",65,
3,intent,How can I improve my health?,medium,0.0,0.0,False,0.0,35.66,question,todo,False,,To Do,,"83,84",,
4,intent,Show my finance reminders,easy,0.0,0.0,False,0.0,38.41,reminder,todo,False,Reminders,To Do,False,"77,82","557,542,312,84,80",
5,intent,Evaluation report work,medium,0.0,0.0,False,0.0,42.48,general,reference,False,General,Reference Notes,False,"90,89","1093,1078,1077,1067,1059",
6,intent,Markdown support,easy,0.0,0.0,False,0.0,41.83,general,reference,False,General,Reference Notes,False,"72,73,74,75","1093,1078,1077,1067,1059",
7,intent,Improve search latency,easy,0.0,0.0,False,0.0,36.23,general,reference,False,General,Reference Notes,False,"93,89","1093,1078,1077,1067,1059",
8,intent,Attachment upload feature,easy,0.0,0.0,False,0.0,31.41,general,reference,False,General,Reference Notes,False,94,"1093,1078,1077,1067,1059",
9,intent,Flutter improvements,easy,0.0,0.0,False,0.0,32.57,general,reference,False,General,Reference Notes,False,"97,98","1093,1078,1077,1067,1059",
10,intent,Networking concepts,easy,0.0,0.0,False,0.0,36.34,idea,study,False,Ideas - AI,Study Tasks,False,"71,62",85,
11,intent,Object oriented programming revision,easy,0.0,0.0,False,0.0,31.41,study,study,True,,Study Tasks,,"59,60",,
12,intent,Interview preparation,medium,0.0,0.0,False,0.0,36.38,general,study,False,General,Study Tasks,False,"70,99","1093,1078,1077,1067,1059",
13,intent,Portfolio website,easy,0.0,0.0,False,0.0,48.07,general,todo,False,General,To Do,False,"100,97","1093,1078,1077,1067,1059",
14,intent,Documentation tasks,easy,0.2,0.5,True,1.0,38.77,reference,todo,False,Reference - Knowledgevault Backend,To Do,False,"96,95",96,
15,intent,Deploy KnowledgeVault,easy,0.0,0.0,False,0.0,49.99,todo,todo,True,Tasks,To Do,True,91,"1102,1098,1096,1092,1086",
16,intent,Update GitHub README,easy,0.0,0.0,False,0.0,36.41,todo,todo,True,Tasks,To Do,True,96,"1102,1098,1096,1092,1086",
17,intent,Resume preparation,easy,0.0,0.0,False,0.0,30.45,general,todo,False,General,To Do,False,100,"1093,1078,1077,1067,1059",
18,intent,Weekend trip,easy,0.0,0.0,False,0.0,36.43,general,todo,False,General,To Do,False,81,"1093,1078,1077,1067,1059",
19,intent,Bills to pay,medium,0.0,0.0,False,0.0,31.47,todo,todo,True,Bills,To Do,True,"77,82","1035,935,835,735,375",
20,intent,Doctor appointment,easy,0.2,0.5,True,1.0,36.53,reminder,todo,False,Appointments,To Do,True,"78,79","79,557,542,312,84",
21,intent,Shopping list,medium,0.0,0.0,False,0.0,40.55,general,todo,False,General,To Do,False,76,"1093,1078,1077,1067,1059",
22,intent,Things I need to tell Sid,easy,0.4,0.5,True,0.5,35.9,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","247,57,54",
23,intent,Next meeting with the design team,medium,0.0,0.0,False,0.0,29.4,event,meeting,False,,Meetings,,"106,107",,
24,intent,Project deadline for the alpha release,easy,0.0,0.0,False,0.0,43.41,todo,project,False,Tasks,Projects,False,"89,91","1102,1098,1096,1092,1086",
25,intent,Remind me to call mom,easy,0.0,0.0,False,0.0,29.86,communication,todo,False,,To Do,,"78,79",,
26,intent,What is the theory of relativity?,easy,0.0,0.0,False,0.0,30.83,question,question,True,,Questions,,"103,104,105",,
27,intent,Ideas for my new blog post,medium,0.0,0.0,False,0.0,30.06,idea,idea,True,,Ideas,,"85,86,87,88",,
28,intent,How to set up a kubernetes cluster,hard,0.0,0.0,False,0.0,35.46,question,study,False,,Study Tasks,,62,,
29,intent,Things to discuss with Sid at the next meeting,easy,0.4,0.5,True,0.5,34.15,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","247,57,54",
30,intent,Study materials for machine learning,medium,0.0,0.0,False,0.0,30.0,study,study,True,,Study Tasks,,"64,65,66,67",,
31,intent,Meeting notes from Q3 planning,easy,0.0,0.0,False,0.0,33.33,event,meeting,False,,Meetings,,"106,107",,
32,intent,What are the project requirements for KnowledgeVault?,medium,0.0,0.0,False,0.0,34.17,question,reference,False,,Reference Notes,,"89,90,91,92,93,94,95,96",,
33,intent,Reminders for next week,medium,0.2,0.2,True,0.2,38.37,reminder,todo,False,Reminders,To Do,False,"76,77,78,79,80","557,542,312,84,80",
34,intent,Questions to ask during the interview,easy,0.0,0.0,False,0.0,29.78,communication,question,False,,Questions,,"70,99",,
35,intent,Brainstorming app names,easy,0.2,0.25,True,1.0,35.92,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87,88",85,
36,intent,Redis and PostgreSQL reference notes,hard,0.2,0.3333,True,1.0,37.88,reference,reference,True,Reference - PostgreSQL,Reference Notes,True,"73,74,58","74,1105,1005,905,805",
37,intent,Message to send to Siddhant about backend,medium,0.0,0.0,False,0.0,36.69,communication,communication,True,,Things to Tell Sid,,"56,57,54",,
38,intent,Study schedule for finals,easy,0.0,0.0,False,0.0,32.63,study,study,True,,Study Tasks,,"58,59,60,61",,
39,intent,Sprint planning meeting summary,easy,0.0,0.0,False,0.0,29.24,event,meeting,False,,Meetings,,"107,106",,
40,intent,Timeline for the beta launch,medium,0.0,0.0,False,0.0,45.6,todo,todo,True,Tasks,To Do,True,"89,91","1102,1098,1096,1092,1086",
41,intent,Don't forget to buy milk,easy,0.2,1.0,True,0.5,59.22,todo,todo,True,Shopping,To Do,True,76,"322,76,1102,1098,1096",
42,intent,How does Redis eviction work?,easy,0.0,0.0,False,0.0,39.31,question,question,True,,Questions,,"103,73,61",,
43,intent,Ideas for improving KnowledgeVault,medium,0.0,0.0,False,0.0,31.4,idea,idea,True,,Ideas,,"86,87,88,89,90",,
44,intent,Docker commands cheat sheet,easy,0.4,1.0,True,1.0,33.28,reference,reference,True,Reference - Docker,Reference Notes,True,"72,75","75,72",
45,intent,Tell Sid about the hackathon,easy,0.2,0.5,True,0.3333,42.58,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"55,54","247,57,54",
46,intent,System design interview study,medium,0.2,0.25,True,1.0,34.18,study,study,True,Study - System Design,Study Tasks,True,"70,99,59,60",70,
47,intent,Weekly sync notes,easy,0.0,0.0,False,0.0,34.27,reference,meeting,False,,Meetings,,"106,107",,
48,intent,Budget and monthly expenses,medium,0.0,0.0,False,0.0,38.81,general,todo,False,General,To Do,False,"82,77","1093,1078,1077,1067,1059",
49,intent,Health checkup and appointments,easy,0.2,0.3333,True,1.0,39.16,reminder,todo,False,Appointments,To Do,True,"78,79,80","79,557,542,312,84",
50,intent,What are PostgreSQL index types?,easy,0.0,0.0,False,0.0,31.58,question,question,True,,Questions,,"104,74,58",,
1,hybrid,What startup ideas do I have?,easy,0.2,0.3333,True,1.0,98.11,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87","85,525,617,134,441",
2,hybrid,Show my AI research reading goals,easy,0.0,0.0,False,0.0,102.99,study,study,True,Study - AI,Study Tasks,True,"65,64,66,67","529,617,416,85,230",
3,hybrid,How can I improve my health?,medium,0.4,1.0,True,1.0,105.86,question,todo,False,,To Do,,"83,84","84,109,83,79,286",
4,hybrid,Show my finance reminders,easy,0.4,1.0,True,0.3333,106.73,reminder,todo,False,Reminders,To Do,False,"77,82","312,216,82,77,393",
5,hybrid,Evaluation report work,medium,0.2,0.5,True,0.5,110.5,general,reference,False,General,Reference Notes,False,"90,89","616,90,485,453,375",
6,hybrid,Markdown support,easy,0.0,0.0,False,0.0,107.25,general,reference,False,General,Reference Notes,False,"72,73,74,75","558,568,492,582,96",
7,hybrid,Improve search latency,easy,0.2,0.5,True,1.0,97.46,general,reference,False,General,Reference Notes,False,"93,89","93,402,195,333,86",
8,hybrid,Attachment upload feature,easy,0.2,1.0,True,1.0,93.51,general,reference,False,General,Reference Notes,False,94,"94,642,492,96,432",
9,hybrid,Flutter improvements,easy,0.4,1.0,True,1.0,105.27,general,reference,False,General,Reference Notes,False,"97,98","98,97,93,372,564",
10,hybrid,Networking concepts,easy,0.0,0.0,False,0.0,90.11,idea,study,False,Ideas - AI,Study Tasks,False,"71,62","491,722,822,922,1022",
11,hybrid,Object oriented programming revision,easy,0.0,0.0,False,0.0,87.11,study,study,True,,Study Tasks,,"59,60","163,414,227,193,679",
12,hybrid,Interview preparation,medium,0.2,0.5,True,0.25,113.75,general,study,False,General,Study Tasks,False,"70,99","352,100,360,70,609",
13,hybrid,Portfolio website,easy,0.0,0.0,False,0.0,131.22,general,todo,False,General,To Do,False,"100,97","266,751,851,951,1051",
14,hybrid,Documentation tasks,easy,0.2,0.5,True,0.5,140.37,reference,todo,False,Reference - Knowledgevault Backend,To Do,False,"96,95","110,96,485,87,583",
15,hybrid,Deploy KnowledgeVault,easy,0.2,1.0,True,1.0,154.12,todo,todo,True,Tasks,To Do,True,91,"91,89,95,90,125",
16,hybrid,Update GitHub README,easy,0.0,0.0,False,0.0,135.6,todo,todo,True,Tasks,To Do,True,96,"440,501,522,395,400",
17,hybrid,Resume preparation,easy,0.2,1.0,True,1.0,140.21,general,todo,False,General,To Do,False,100,"100,525,142,185,523",
18,hybrid,Weekend trip,easy,0.2,1.0,True,0.25,145.17,general,todo,False,General,To Do,False,81,"115,535,77,81,128",
19,hybrid,Bills to pay,medium,0.4,1.0,True,1.0,124.46,todo,todo,True,Bills,To Do,True,"77,82","77,341,82,393,368",
20,hybrid,Doctor appointment,easy,0.4,1.0,True,0.5,89.55,reminder,todo,False,Appointments,To Do,True,"78,79","559,79,198,601,78",
21,hybrid,Shopping list,medium,0.0,0.0,False,0.0,92.86,general,todo,False,General,To Do,False,76,"170,209,741,841,941",
22,hybrid,Things I need to tell Sid,easy,0.8,1.0,True,1.0,90.64,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","54,57,56,55,423",
23,hybrid,Next meeting with the design team,medium,0.2,0.5,True,0.25,92.32,event,meeting,False,,Meetings,,"106,107","57,88,568,106,448",
24,hybrid,Project deadline for the alpha release,easy,0.0,0.0,False,0.0,134.15,todo,project,False,Tasks,Projects,False,"89,91","233,498,190,251,252",
25,hybrid,Remind me to call mom,easy,0.2,0.5,True,0.3333,85.2,communication,todo,False,,To Do,,"78,79","382,475,79,312,56",
26,hybrid,What is the theory of relativity?,easy,0.0,0.0,False,0.0,99.59,question,question,True,,Questions,,"103,104,105","489,290,565,225,116",
27,hybrid,Ideas for my new blog post,medium,0.2,0.25,True,0.2,91.24,idea,idea,True,,Ideas,,"85,86,87,88","255,555,582,554,86",
28,hybrid,How to set up a kubernetes cluster,hard,0.2,1.0,True,1.0,97.57,question,study,False,,Study Tasks,,62,"62,118,712,812,912",
29,hybrid,Things to discuss with Sid at the next meeting,easy,0.6,0.75,True,1.0,90.5,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","57,54,56,423,247",
30,hybrid,Study materials for machine learning,medium,0.0,0.0,False,0.0,92.66,study,study,True,,Study Tasks,,"64,65,66,67","309,528,439,619,357",
31,hybrid,Meeting notes from Q3 planning,easy,0.4,1.0,True,0.5,85.5,event,meeting,False,,Meetings,,"106,107","203,106,87,290,107",
32,hybrid,What are the project requirements for KnowledgeVault?,medium,0.4,0.25,True,1.0,93.83,question,reference,False,,Reference Notes,,"89,90,91,92,93,94,95,96","95,638,125,90,262",
33,hybrid,Reminders for next week,medium,0.4,0.4,True,1.0,90.25,reminder,todo,False,Reminders,To Do,False,"76,77,78,79,80","78,79,56,423,312",
34,hybrid,Questions to ask during the interview,easy,0.4,1.0,True,0.5,90.8,communication,question,False,,Questions,,"70,99","352,70,154,99,360",
35,hybrid,Brainstorming app names,easy,0.2,0.25,True,1.0,90.68,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87,88","85,97,330,117,568",
36,hybrid,Redis and PostgreSQL reference notes,hard,0.4,0.6667,True,1.0,114.33,reference,reference,True,Reference - PostgreSQL,Reference Notes,True,"73,74,58","73,74,269,724,824",
37,hybrid,Message to send to Siddhant about backend,medium,0.6,1.0,True,1.0,104.05,communication,communication,True,,Things to Tell Sid,,"56,57,54","56,423,54,55,57",
38,hybrid,Study schedule for finals,easy,0.0,0.0,False,0.0,76.82,study,study,True,,Study Tasks,,"58,59,60,61","198,617,434,601,448",
39,hybrid,Sprint planning meeting summary,easy,0.2,0.5,True,1.0,86.83,event,meeting,False,,Meetings,,"107,106","107,294,466,498,263",
40,hybrid,Timeline for the beta launch,medium,0.0,0.0,False,0.0,135.46,todo,todo,True,Tasks,To Do,True,"89,91","149,155,190,251,252",
41,hybrid,Don't forget to buy milk,easy,0.2,1.0,True,1.0,134.14,todo,todo,True,Shopping,To Do,True,76,"76,322,475,84,286",
42,hybrid,How does Redis eviction work?,easy,0.4,0.6667,True,1.0,91.0,question,question,True,,Questions,,"103,73,61","103,73,643,673,773",
43,hybrid,Ideas for improving KnowledgeVault,medium,0.6,0.6,True,1.0,123.16,idea,idea,True,,Ideas,,"86,87,88,89,90","90,125,89,638,88",
44,hybrid,Docker commands cheat sheet,easy,0.4,1.0,True,1.0,95.73,reference,reference,True,Reference - Docker,Reference Notes,True,"72,75","72,75,355,688,788",
45,hybrid,Tell Sid about the hackathon,easy,0.4,1.0,True,1.0,98.99,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"55,54","55,57,54,423,448",
46,hybrid,System design interview study,medium,0.4,0.5,True,1.0,86.07,study,study,True,Study - System Design,Study Tasks,True,"70,99,59,60","70,99,360,309,106",
47,hybrid,Weekly sync notes,easy,0.0,0.0,False,0.0,103.09,reference,meeting,False,,Meetings,,"106,107","620,372,87,203,631",
48,hybrid,Budget and monthly expenses,medium,0.2,0.5,True,1.0,107.66,general,todo,False,General,To Do,False,"82,77","82,216,535,281,606",
49,hybrid,Health checkup and appointments,easy,0.2,0.3333,True,1.0,85.08,reminder,todo,False,Appointments,To Do,True,"78,79,80","79,601,559,109,475",
50,hybrid,What are PostgreSQL index types?,easy,0.2,0.3333,True,1.0,87.1,question,question,True,,Questions,,"104,74,58","104,417,731,831,931",
1,rerank,What startup ideas do I have?,easy,0.2,0.3333,True,0.3333,99.55,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87","617,525,85,134,166,685,785,885",
2,rerank,Show my AI research reading goals,easy,0.0,0.0,False,0.0,103.95,study,study,True,Study - AI,Study Tasks,True,"65,64,66,67","529,166,685,785,885,985,1085,617",
3,rerank,How can I improve my health?,medium,0.4,1.0,True,1.0,91.57,question,todo,False,,To Do,,"83,84","84,83,380,680,780,880,980,1080",
4,rerank,Show my finance reminders,easy,0.4,1.0,True,0.5,106.06,reminder,todo,False,Reminders,To Do,False,"77,82","312,82,216,77,583,699,799,899",
5,rerank,Evaluation report work,medium,0.2,0.5,True,0.25,112.14,general,reference,False,General,Reference Notes,False,"90,89","555,251,616,90,485,487,453,213",
6,rerank,Markdown support,easy,0.0,0.0,False,0.0,98.76,general,reference,False,General,Reference Notes,False,"72,73,74,75","449,96,386,523,289,492,338,558",
7,rerank,Improve search latency,easy,0.2,0.5,True,1.0,96.87,general,reference,False,General,Reference Notes,False,"93,89","93,86,213,729,829,929,1029,333",
8,rerank,Attachment upload feature,easy,0.2,1.0,True,1.0,103.85,general,reference,False,General,Reference Notes,False,94,"94,642,432,692,792,892,992,1092",
9,rerank,Flutter improvements,easy,0.4,1.0,True,1.0,109.77,general,reference,False,General,Reference Notes,False,"97,98","98,97,93,142,61,337,653,444",
10,rerank,Networking concepts,easy,0.0,0.0,False,0.0,93.46,idea,study,False,Ideas - AI,Study Tasks,False,"71,62","633,491,722,822,922,1022,532,327",
11,rerank,Object oriented programming revision,easy,0.0,0.0,False,0.0,93.9,study,study,True,,Study Tasks,,"59,60","193,679,779,879,979,1079,562,414",
12,rerank,Interview preparation,medium,0.0,0.0,False,0.0,102.78,general,study,False,General,Study Tasks,False,"70,99","360,468,344,352,609,154,521,199",
13,rerank,Portfolio website,easy,0.0,0.0,False,0.0,116.96,general,todo,False,General,To Do,False,"100,97","413,607,753,555,131,525,65,66",
14,rerank,Documentation tasks,easy,0.0,0.0,False,0.125,98.12,reference,todo,False,Reference - Knowledgevault Backend,To Do,False,"96,95","110,583,699,799,899,999,1099,96",
15,rerank,Deploy KnowledgeVault,easy,0.2,1.0,True,1.0,140.04,todo,todo,True,Tasks,To Do,True,91,"91,607,753,853,953,1053,125,97",
16,rerank,Update GitHub README,easy,0.0,0.0,False,0.0,112.39,todo,todo,True,Tasks,To Do,True,96,"395,522,612,440,400,614,497,719",
17,rerank,Resume preparation,easy,0.2,1.0,True,1.0,108.54,general,todo,False,General,To Do,False,100,"100,525,185,523,142,521,352,360",
18,rerank,Weekend trip,easy,0.0,0.0,False,0.0,101.04,general,todo,False,General,To Do,False,81,"128,324,77,538,627,400,190,575",
19,rerank,Bills to pay,medium,0.2,0.5,True,0.5,121.03,todo,todo,True,Bills,To Do,True,"77,82","368,77,490,312,341,635,331,393",
20,rerank,Doctor appointment,easy,0.4,1.0,True,0.3333,96.98,reminder,todo,False,Appointments,To Do,True,"78,79","231,559,78,79,288,198,609,575",
21,rerank,Shopping list,medium,0.2,1.0,True,0.25,96.3,general,todo,False,General,To Do,False,76,"322,393,475,76,115,309,605,216",
22,rerank,Things I need to tell Sid,easy,0.2,0.25,True,1.0,101.91,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","54,442,755,855,955,1055,203,55",
23,rerank,Next meeting with the design team,medium,0.2,0.5,True,0.2,95.92,event,meeting,False,,Meetings,,"106,107","568,57,448,88,106,70,360,626",
24,rerank,Project deadline for the alpha release,easy,0.0,0.0,False,0.0,124.45,todo,project,False,Tasks,Projects,False,"89,91","233,498,317,289,264,257,715,815",
25,rerank,Remind me to call mom,easy,0.0,0.0,False,0.0,79.68,communication,todo,False,,To Do,,"78,79","382,55,312,212,317,475,322,550",
26,rerank,What is the theory of relativity?,easy,0.0,0.0,False,0.0,94.24,question,question,True,,Questions,,"103,104,105","489,306,116,608,298,726,826,926",
27,rerank,Ideas for my new blog post,medium,0.4,0.5,True,0.3333,101.67,idea,idea,True,,Ideas,,"85,86,87,88","555,453,86,525,85,413,255,208",
28,rerank,How to set up a kubernetes cluster,hard,0.0,0.0,False,0.1667,113.48,question,study,False,,Study Tasks,,62,"118,712,812,912,1012,62,410,383",
29,rerank,Things to discuss with Sid at the next meeting,easy,0.4,0.5,True,1.0,96.45,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","57,203,247,56,442,755,855,955",
30,rerank,Study materials for machine learning,medium,0.2,0.25,True,0.5,108.58,study,study,True,,Study Tasks,,"64,65,66,67","357,66,529,592,60,343,619,547",
31,rerank,Meeting notes from Q3 planning,easy,0.4,1.0,True,0.5,92.73,event,meeting,False,,Meetings,,"106,107","372,106,107,448,203,56,87,539",
32,rerank,What are the project requirements for KnowledgeVault?,medium,0.0,0.0,False,0.0,96.35,question,reference,False,,Reference Notes,,"89,90,91,92,93,94,95,96","638,337,262,125,97,413,107,88",
33,rerank,Reminders for next week,medium,0.0,0.0,False,0.0,97.99,reminder,todo,False,Reminders,To Do,False,"76,77,78,79,80","312,557,57,631,198,475,56,107",
34,rerank,Questions to ask during the interview,easy,0.2,0.5,True,0.3333,92.39,communication,question,False,,Questions,,"70,99","154,352,99,468,126,70,199,507",
35,rerank,Brainstorming app names,easy,0.2,0.25,True,1.0,110.7,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87,88","85,448,617,266,751,851,951,1051",
36,rerank,Redis and PostgreSQL reference notes,hard,0.4,0.6667,True,1.0,120.83,reference,reference,True,Reference - PostgreSQL,Reference Notes,True,"73,74,58","74,73,269,724,824,924,1024,421",
37,rerank,Message to send to Siddhant about backend,medium,0.2,0.3333,True,1.0,107.99,communication,communication,True,,Things to Tell Sid,,"56,57,54","56,423,106,96,372,91,61,55",
38,rerank,Study schedule for finals,easy,0.0,0.0,False,0.0,90.91,study,study,True,,Study Tasks,,"58,59,60,61","448,617,198,224,521,344,601,495",
39,rerank,Sprint planning meeting summary,easy,0.2,0.5,True,1.0,85.43,event,meeting,False,,Meetings,,"107,106","107,466,448,56,438,216,468,263",
40,rerank,Timeline for the beta launch,medium,0.0,0.0,False,0.0,294.22,todo,todo,True,Tasks,To Do,True,"89,91","264,289,257,715,815,252,696,796",
41,rerank,Don't forget to buy milk,easy,0.2,1.0,True,1.0,128.91,todo,todo,True,Shopping,To Do,True,76,"76,322,475,84,496,586,82,83",
